Spotify ID,Artist IDs,Track Name,Artist Name(s),Duration (ms),Popularity,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3QbJWQan5Q6s0G5qPXl5Ik,4jXfFzeP66Zy67HM2mvIIF,You And The Night And The Music,Bill Evans,422933,0,"bebop,cool jazz,jazz,jazz piano",0.523,0.433,5,-10.926,0,0.0351,0.863,0.0974,0.267,0.629,114.58,4
3Iuj19aRQ2wLLHDrEyc8v2,017N2VIptuU1ZIehQyCzWM,By Myself,The Art Farmer Quartet,426893,7,"cool jazz,hard bop",0.498,0.186,7,-18.023,0,0.0361,0.965,0.497,0.107,0.335,143.166,4
4oTVrh8y6f5EEC7rKaYNXy,2ZFVQjoQGBbNZ0quLUteyp,Sonny's Back,Art Farmer & Benny Golson Jazztet,242133,1,"bebop,hard bop",0.423,0.389,5,-15.653,1,0.0361,0.789,0.303,0.116,0.854,81.422,4
51ctzQfUqd5PRf0EBFapBr,78NDaMzmcDKjt7mkXs7AuG,Bob Hurd's Blues,Benny Golson,736906,2,"bebop,contemporary post-bop,hard bop,japanese jazz,jazz,jazz saxophone,stride,vocal jazz",0.559,0.287,0,-13.192,0,0.0423,0.876,0.432,0.182,0.419,121.722,4
1RuDBWjYs09pcU0RYr2CB4,34508dX6EdFdskeHYJdnF1,Blues-Ette,Curtis Fuller Quintet,334066,16,hard bop,0.519,0.127,5,-18.913,0,0.0515,0.939,0.488,0.101,0.61,167.642,4
5aoDHcSXEnWcdl3krc1vhH,2fMvylhnE23sAlyePKK8er,Blue Spring Shuffle,Kenny Dorham,457800,14,"bebop,big band,free jazz,hard bop,jazz,jazz trumpet,stride",0.593,0.394,5,-15.485,0,0.0391,0.641,0.523,0.098,0.48,128.404,4
765MxsFoyGXQ4asFX8Kmjh,0oJCbLnXR9ZfTkwxO9tVNn,One Flight Down,Clifford Jordan,283653,0,"bebop,hard bop",0.619,0.497,8,-11.555,1,0.0372,0.817,0.093,0.264,0.535,89.169,4
78S7H072DWC5NnkzJ51lzH,"3CBm50kv1cVuC6cZ2xdyQL,53yX28INJxLAZYpUbANw3K,0fTHKjepK5HWOrb2rkS5Em,7KLg0R9RSUabK2CG2MTbBJ,0M1UOBJZ9tcKJbrbnVlHZG,5ncBRFyyylFng7kQJaRXN0",Out of This World,"Walter Benton,Albert Tootie Heath,Freddie Hubbard,Jimmy Cobb,Paul Chambers,Wynton Kelly",343373,0,"jazz drums,bebop,big band,contemporary jazz,contemporary post-bop,free jazz,hard bop,japanese jazz,jazz,jazz funk,jazz fusion,jazz trumpet,soul jazz,stride,jazz double bass,jazz piano",0.497,0.484,1,-10.974,1,0.0301,0.188,0.29,0.309,0.553,100.398,4
2RBM50hYiBKjQsjc2zMi8I,5GX8UFlG4vXVXDv8KqDLvk,Dew And Mud,Jimmy Heath,304640,3,"bebop,hard bop,jazz saxophone",0.387,0.367,7,-16.215,0,0.0527,0.341,0.000134,0.0769,0.697,178.206,4
4NnXFhMClxKJCF8lP3VFsh,0fTHKjepK5HWOrb2rkS5Em,Plexus - 2003 Digital Remaster/The Rudy Van Gelder Edition,Freddie Hubbard,542466,4,"bebop,big band,contemporary jazz,contemporary post-bop,free jazz,hard bop,japanese jazz,jazz,jazz funk,jazz fusion,jazz trumpet,soul jazz,stride",0.461,0.566,8,-11.881,0,0.0551,0.717,0.0791,0.146,0.549,138.308,4
1PzZSuQybSmPEj6ikj2YMH,6ykfXAed2KOLOMI3R0TZdz,Children Of The Night - 2005 Remaster,Art Blakey & The Jazz Messengers,531546,16,"bebop,hard bop,jazz,jazz drums,jazz fusion",0.484,0.626,11,-7.853,0,0.0321,0.309,0.0000019,0.073,0.399,112.383,4
1Mg3SMOgU9XFyrEdIIgjSk,3ZUZYvTkSr7kJQyAXVpqaL,French Spice - Remaster 2003/Rudy Van Gelder Edition,Donald Byrd,482186,15,"bebop,funk,hard bop,indie jazz,jazz,jazz funk,jazz trumpet,soul,soul jazz",0.392,0.407,5,-9.52,0,0.0285,0.499,0.000024,0.0947,0.49,81.607,4
1TOx29jMSHZAJcqdHQRMXk,5cbutZUQE7SUCA6MsEMbBv,The Turnaround - Remastered 2000/Rudy Van Gelder Edition,Hank Mobley,495866,19,"bebop,hard bop,jazz,jazz saxophone,soul jazz,vocal jazz",0.458,0.59,3,-13.228,0,0.0495,0.763,0.00000283,0.0632,0.813,161.212,4
0OKrqpR7de2s6TTXYnbGyO,6dAtGAnHCQ1ujMUZ9Ep82k,I Want To Hold Your Hand,Grant Green,442160,11,"hard bop,jazz,jazz funk,jazz fusion,jazz guitar,soul jazz",0.711,0.314,7,-15.315,1,0.0918,0.931,0.829,0.0982,0.694,79.844,4
7yjhpQYSSNlt6i7iTQLTXd,1N0ymPm6hUQbmzXDuERfeT,Jerry,Big John Patton,400760,6,"hard bop,jazz funk,jazz organ,soul jazz",0.667,0.44,10,-12.723,1,0.0364,0.823,0.238,0.15,0.271,131.882,4
5Te1FEt3917pIOu651aLQj,5QFpvP79VaxZ7sty3RyBPS,Dippin' In The Bag,Fred Jackson,239733,18,soul jazz,0.52,0.323,3,-13.209,0,0.0458,0.88,0.0198,0.158,0.403,158.63,4
2s8einAWI4C2q9WWIYXkoB,0O7NCxpI0C3RLwvbWBNWhO,Somethin' Strange - Remastered 2007/Rudy Van Gelder Edition,Baby Face Willette,402013,8,"hard bop,jazz organ,soul jazz",0.478,0.555,5,-8.259,0,0.0661,0.82,0.121,0.201,0.749,170.462,4
68UzLeO7QIrokxoUEAYqPI,413WfGS7CgAHEJD4DtAo3e,Light Blue - Rudy Van Gelder Edition/Digitally Remastered 2009,Horace Parlan,364453,5,"bebop,hard bop,jazz piano,soul jazz",0.617,0.364,8,-11.459,1,0.0346,0.746,0.0351,0.0947,0.567,139.007,4
6ufo6xv2j10ydnYfvMMHzb,063xkuRULzZu8fcoPR2rKR,It's You Or No One,Lou Donaldson,235760,2,"bebop,hard bop,jazz,jazz funk,jazz saxophone,soul jazz",0.617,0.47,7,-9.649,0,0.0344,0.582,0.000267,0.254,0.653,135.198,4
4GbC37xk5LKQBWEZBissUW,4eH61UZyr79cGkOOiIYmJO,Jo B,Bill Hardman Quintet,593093,0,,0.562,0.344,5,-11.38,0,0.053,0.761,0.226,0.105,0.659,147.582,4
7LUbmoY7zwhCeU0U5X6Ey2,0XndGRGSwtjx7sGcQ8nyR7,Comin' Home Baby - Mono Version,The Dave Bailey Quintet,337613,5,,0.396,0.483,7,-9.735,0,0.0399,0.405,0.00177,0.243,0.758,179.896,4
15JuGVwQialYdhdWrsxs8M,420BtT2Zyze7Eb9zqHcliW,Dingbat Blues,Blue Mitchell,338440,0,"bebop,hard bop,japanese jazz,jazz,jazz funk,jazz trumpet,soul jazz",0.483,0.388,0,-15.59,0,0.0396,0.8,0.762,0.115,0.732,123.542,4
4TqVOdmb9Yt3sazSDRtBZZ,4WjOiUFD5b9kpa8LfdxkvM,204,Charlie Rouse,445066,2,"hard bop,jazz saxophone",0.59,0.229,5,-13.423,0,0.0459,0.863,0.0213,0.104,0.521,109.919,4
38EJrSjcMCeF8I1gjTKhqG,0xRqtLGIVSzXM9yg2wFMLC,The Touch Of Your Lips,Bobby Timmons,256573,9,"bebop,hard bop,jazz,jazz piano,soul jazz,stride",0.638,0.12,5,-16.191,0,0.0574,0.958,0.898,0.158,0.381,130.336,4
1kVOX18mJwoC1zXdSFs3bp,5ZATfKurLqflrBhv2FLht5,The Tokyo Blues - Remastered,Horace Silver,459960,16,"bebop,big band,hard bop,jazz,jazz piano,soul jazz,stride",0.49,0.432,5,-11.772,0,0.0457,0.931,0.832,0.143,0.419,85.346,4
5HkIObvZo2mjjt3JMJRqGR,4JgvfZeCWGzEPGR6yVaXuX,Back To The Tracks,Tina Brooks,483293,22,"bebop,hard bop,jazz,jazz saxophone",0.668,0.392,5,-12.162,0,0.0398,0.788,0.22,0.177,0.671,106.295,4
5u2GMlwaQxySQU8zLfrOe3,7CC7dqXYFQcYPqt8sTrqTV,Swift - Digital Remaster/2007,Freddie Redd,239506,13,"bebop,hard bop",0.556,0.562,3,-7.788,1,0.0395,0.592,0.0000126,0.243,0.676,80.201,4
5dhOq73CUF3ckMNzoGLIy3,3ZUZYvTkSr7kJQyAXVpqaL,Bup A Loup - Rudy Van Gelder Edition/2005 Remaster,Donald Byrd,245320,8,"bebop,funk,hard bop,indie jazz,jazz,jazz funk,jazz trumpet,soul,soul jazz",0.561,0.516,0,-7.499,1,0.0409,0.812,0.0016,0.153,0.675,136.84,4
5xnUBXUlJxEekiGj88TIRx,2ky06Hu02htCYdnLZICpqY,Millie's Delight - Rudy Van Gelder/Digital Remaster/2007,Walter Davis,306306,2,"barrelhouse piano,delta blues,traditional blues",0.579,0.569,10,-8.932,1,0.0436,0.675,0.00205,0.104,0.803,106.938,4
1F4cLEsXUWK9Zma1059fqi,1lB7KbOr9xdPK1CuasxmeA,On The Lion - Rudy Van Gelder Edition/2002 Remaster/24-Bit Mastering,Jackie McLean,284186,3,"avant-garde jazz,bebop,contemporary post-bop,free jazz,hard bop,jazz,jazz saxophone",0.576,0.459,2,-11.476,0,0.039,0.531,0.000179,0.0507,0.614,110.453,4
0DUtvrzMPw3IswNQgZPIHR,4PNIQCDBeVCSSqKUhvkP8Y,Swingin' The Samba - Rudy Van Gelder Edition / Remastered,Horace Silver Quintet,317733,11,"bebop,hard bop,jazz,soul jazz",0.63,0.585,10,-10.795,0,0.0665,0.855,0.839,0.0849,0.953,147.718,4
6K2Hcr7z0Yxl7McHbFBGOa,1VEzN9lxvG6KPR3QQGsebR,You Stepped Out Of A Dream - Rudy Van Gelder Edition/1999 Remaster/24 Bit Mastering,Sonny Rollins,384106,7,"bebop,big band,contemporary post-bop,hard bop,jazz,jazz fusion,jazz saxophone",0.458,0.689,0,-6.951,1,0.0347,0.679,0.0000273,0.129,0.758,128.025,4
1WS01vnIDeeCTEJylIdCI3,3hZ5sdhYTvgrmXIwtVwqmS,Daylie Double - The Rudy Van Gelder Edition/2001 Digital Remaster,J.J. Johnson,267120,7,"bebop,hard bop,jazz,jazz brass,jazz trombone",0.508,0.535,8,-8.849,1,0.0423,0.875,0.0685,0.247,0.62,136.415,4
5uGXQ9Yh4M77WpUcjlYYtK,5cbutZUQE7SUCA6MsEMbBv,Wham And They're Off - Rudy Van Gelder Edition/Digital Remaster/2008,Hank Mobley,462360,10,"bebop,hard bop,jazz,jazz saxophone,soul jazz,vocal jazz",0.446,0.636,10,-8.184,1,0.0487,0.55,0.388,0.334,0.74,135.774,4
3pgrQmHGPlCIiKXCPYJNOv,"4L9xEztn5PKQIO5WnI5W3u,60pVDktf5EH4d3IxkHozpa",Capri,"Art Farmer,Gigi Gryce",300466,5,"bebop,contemporary post-bop,cool jazz,hard bop,japanese jazz,jazz,jazz trumpet,stride,jazz saxophone",0.495,0.49,7,-9.156,0,0.0356,0.647,0.001,0.193,0.768,135.417,4
7wU7R1h638gC1rqh4Bh6WT,2Ma7hbsouPDXerzHHcfnVK,Little Messenger,Curtis Fuller,376293,6,"bebop,hard bop,jazz,jazz brass,jazz trombone",0.4,0.713,5,-7.975,0,0.0339,0.846,0.0144,0.139,0.748,141.08,4
7iMm3EOsY39gOArSjyyE9U,1Sc9ykJB728MAZab1Ocwy8,Shoutin' On A Riff,Sonny Clark,405066,15,"bebop,contemporary post-bop,hard bop,japanese jazz,jazz,jazz piano,soul jazz,stride",0.431,0.559,5,-10.395,1,0.0393,0.853,0.0052,0.12,0.777,156.646,4
2M01x2ljqiwBX4mysTutQN,1BrXbX50aZHFBnHNwGB3KI,Fit For A Hanker,Hank Mobley Sextet,440333,3,,0.581,0.569,5,-8.137,1,0.061,0.655,0.000916,0.203,0.653,96.547,4
36E6oLnrGUDOfwyImBrdvT,"1lB7KbOr9xdPK1CuasxmeA,4cP0bprQSFtZdI9QEKKZA3,3j0ZsENc1qq8vQ0stKX2z1,3CsHGnB9qK3KYH7xmyGAGX,3ZUZYvTkSr7kJQyAXVpqaL",Contour,"Jackie McLean,Mal Waldron,Doug Watkins,Art Taylor,Donald Byrd",298933,4,"avant-garde jazz,bebop,contemporary post-bop,free jazz,hard bop,jazz,jazz saxophone,japanese jazz,jazz piano,jazz double bass,jazz drums,funk,indie jazz,jazz funk,jazz trumpet,soul,soul jazz",0.557,0.594,2,-6.551,0,0.0364,0.792,0.000729,0.137,0.65,91.087,4
5zDD4ukn6MhfJE0ax9Mafc,"1sdyFmN4bVOcuFDpTVsxBB,5cbutZUQE7SUCA6MsEMbBv,4cP0bprQSFtZdI9QEKKZA3,3CsHGnB9qK3KYH7xmyGAGX",Boo-Lu,"Kenny Burrell,Hank Mobley,Mal Waldron,Art Taylor",405400,3,"bebop,hard bop,jazz,jazz fusion,jazz guitar,soul jazz,straight-ahead jazz,jazz saxophone,vocal jazz,avant-garde jazz,contemporary post-bop,free jazz,japanese jazz,jazz piano,jazz drums",0.615,0.334,2,-15.379,0,0.0706,0.796,0.129,0.147,0.645,104.868,4
3xPGQOckEwKVv4JpqcVLpi,2fMvylhnE23sAlyePKK8er,Monaco - Set 1 / Live From Cafe Bohemia/1956,Kenny Dorham,338732,30,"bebop,big band,free jazz,hard bop,jazz,jazz trumpet,stride",0.549,0.388,1,-11.583,1,0.0386,0.778,0.00845,0.132,0.555,105.066,4
5bwmqMXuTbvlJGBlKk66eV,6mTBALrts8aIytpwqs0bLM,The Third - 2008 Digital Remaster/Rudy Van Gelder Edition,J.R. Monterose,318133,5,jazz saxophone,0.524,0.407,5,-7.9,0,0.0525,0.836,0.0153,0.1,0.854,97.397,4
3OANaB4dlcU6CjFE1geQhz,4PNIQCDBeVCSSqKUhvkP8Y,Camouflage - Remastered 1998/Rudy Van Gelder Edition,Horace Silver Quintet,265893,20,"bebop,hard bop,jazz,soul jazz",0.534,0.34,3,-10.305,1,0.0399,0.959,0.699,0.163,0.827,101.467,4
4geoZoNQ968FsdhKneK62o,6ykfXAed2KOLOMI3R0TZdz,Ecaroh,Art Blakey & The Jazz Messengers,360226,15,"bebop,hard bop,jazz,jazz drums,jazz fusion",0.543,0.313,1,-14.931,1,0.0419,0.607,0.00985,0.16,0.43,88.884,4
6xHXEqlSWuugJNy4bCydck,"6dUZplQfg5blo0h9HiJ94d,2hGh5VOeeqimQFxqXvfCUf,1sdyFmN4bVOcuFDpTVsxBB",Eclypso,"Tommy Flanagan,John Coltrane,Kenny Burrell",475760,10,"bebop,hard bop,jazz,jazz piano,stride,free jazz,jazz saxophone,jazz fusion,jazz guitar,soul jazz,straight-ahead jazz",0.545,0.298,5,-12.465,0,0.0525,0.586,0.00367,0.06,0.742,78.934,4
2HyPSlEJgSTprgwI8C5seg,"4w8eKJO83kKgKRLbMKM2zB,2hGh5VOeeqimQFxqXvfCUf",On A Misty Night,"Tadd Dameron,John Coltrane",378893,19,"bebop,hard bop,free jazz,jazz,jazz saxophone",0.576,0.326,8,-9.295,1,0.0393,0.907,0.0584,0.118,0.381,128.246,4
2EBddF4PHxNsguhtyMFh3s,"1sdyFmN4bVOcuFDpTVsxBB,2hGh5VOeeqimQFxqXvfCUf",Lyresto,"Kenny Burrell,John Coltrane",341226,17,"bebop,hard bop,jazz,jazz fusion,jazz guitar,soul jazz,straight-ahead jazz,free jazz,jazz saxophone",0.475,0.485,8,-9.582,1,0.0335,0.744,0.00129,0.152,0.585,105.972,4
4ZnmUizo1sUgJe0qn89H1N,5GXruybcLmXPjR9rKKFyS6,Sugar Hill - Rudy Van Gelder/24-Bit Remastering/2003,Jimmy Smith,319600,10,"bebop,funk,hammond organ,hard bop,jazz,jazz blues,jazz funk,jazz fusion,jazz organ,soul jazz",0.487,0.353,1,-14.364,1,0.0433,0.909,0.845,0.11,0.387,96.14,4
4rthrTlDCCzOQxFGV3cYHc,2dRsXWVnkku2cMDtV1h6NP,Ladyfingers - Remastered 2002/Rudy Van Gelder Edition,Stanley Turrentine,381386,6,"bebop,hard bop,jazz,jazz saxophone,soul jazz",0.452,0.338,5,-14.236,0,0.0549,0.723,0.000166,0.192,0.63,183.775,3
6E4wNzW6I46XB8mNen8V5P,1rItXCYDwGC1ScW5BVVtBy,Oh So Blue - Remastered,Horace Parlan Quintet,458200,11,,0.555,0.15,10,-12.909,0,0.0372,0.95,0.0559,0.213,0.364,105.449,4
6gwhLRiUACnJYUrWRTWdlD,3NUsiT2JSyaWAnWaXxDzhQ,I Was Doing All Right - Rudy Van Gelder/24-Bit Mastering/Digital Remaster/2004,Dexter Gordon,559160,15,"bebop,hard bop,jazz,jazz saxophone,stride,vocal jazz",0.617,0.341,2,-10.364,1,0.0447,0.775,0.000286,0.127,0.454,119.769,4
5YTPRVC0gOXdD17IhOanqI,0fTHKjepK5HWOrb2rkS5Em,Gypsy Blue - Remastered 2002/Rudy Van Gelder Edition,Freddie Hubbard,388026,27,"bebop,big band,contemporary jazz,contemporary post-bop,free jazz,hard bop,japanese jazz,jazz,jazz funk,jazz fusion,jazz trumpet,soul jazz,stride",0.49,0.41,1,-9.77,1,0.0671,0.715,0.00184,0.2,0.68,138.873,4
6Sd0qlghzpO4N5lrp7Q8x4,4JgvfZeCWGzEPGR6yVaXuX,Theme For Doris - Remastered,Tina Brooks,353413,10,"bebop,hard bop,jazz,jazz saxophone",0.45,0.563,8,-6.875,1,0.0324,0.703,0.927,0.148,0.439,91.011,4
3NYiJLsWCBMBekvF6J4s0B,2ZvrvbQNrHKwjT7qfGFFUW,Oliloqui Valley - Remastered,Herbie Hancock,510653,25,"contemporary post-bop,funk,instrumental funk,jazz,jazz funk,jazz fusion,jazz piano,uk contemporary jazz",0.461,0.496,4,-9.734,0,0.0651,0.859,0.0593,0.0976,0.338,91.226,4
6fw1b1bCVNY5EVurncxIss,0ZqhrTXYPA9DZR527ZnFdO,Witch Hunt - Remastered 1998 / Rudy Van Gelder Edition,Wayne Shorter,491493,31,"contemporary jazz,contemporary post-bop,free jazz,hard bop,jazz,jazz funk,jazz fusion,jazz saxophone,uk contemporary jazz",0.419,0.688,5,-7.234,0,0.0405,0.582,0.0000175,0.0284,0.408,100.461,4
1W5xlDacofFIS1FwYLLTbi,6QQuESLtKhAOcLW2TeWC2t,The Egyptian - Remastered,Art Blakey,625333,16,"bebop,big band,contemporary post-bop,hard bop,jazz,jazz drums",0.341,0.635,4,-10.044,0,0.0599,0.663,0.00000216,0.0971,0.489,175.277,4
5K6la32SyIJ0hu2jpWtKDt,38C3okxv3fyyOIQUVPCdGX,Riggarmortes - 2005 Digital Remaster,Lee Morgan,447413,5,"bebop,big band,free jazz,hard bop,jazz,jazz fusion,jazz trumpet,soul jazz",0.458,0.742,0,-8.232,1,0.0452,0.472,0.00000623,0.097,0.602,107.919,4
2nk0F855roy9waPSxUkHU9,5cbutZUQE7SUCA6MsEMbBv,Third Time Around,Hank Mobley,374360,7,"bebop,hard bop,jazz,jazz saxophone,soul jazz,vocal jazz",0.586,0.444,5,-16.395,0,0.039,0.552,0.000166,0.194,0.806,127.599,4
2PwlADjgQ0UQ9bOHtYWf2j,1MJpO71ShS9nmFAbT6KM2n,On Children - Remastered,Jack Wilson,328040,3,hard bop,0.477,0.63,5,-8.996,1,0.0442,0.568,0.0000331,0.0479,0.759,126.02,4
6bH0TbHWh354h6pkUBtBgR,4ORSNkNYSzva169PBZCzvy,Soul Special,Andrew Hill,502866,7,"avant-garde jazz,bebop,contemporary jazz,contemporary post-bop,free improvisation,free jazz,japanese jazz,jazz,jazz funk,jazz piano",0.617,0.458,3,-11.366,1,0.0295,0.62,0.112,0.0853,0.773,132.259,4
5NeHNUrfyvCoWxsODUyUMm,3ZppcUE7tHnE6SzUR4ipSy,Mour - 1997 - Remaster,Booker Ervin,359933,2,"bebop,free jazz,hard bop,jazz saxophone",0.407,0.586,7,-10.189,0,0.0487,0.598,0.0000419,0.142,0.625,95.649,4
0Zw0z7hszAi5AlCIfiA1OJ,7pZNp3BIssAHQ9jJZssq3Y,European Episode,Jaki Byard,724600,1,"avant-garde jazz,bebop,free jazz,hard bop,jazz piano,stride",0.503,0.265,2,-19.488,0,0.0399,0.87,0.425,0.0666,0.179,126.71,4
4MzKUstejFCpWiV7oBAJ77,413WfGS7CgAHEJD4DtAo3e,Up And Down - Rudy Van Gelder Edition/Digitally Remastered 2009,Horace Parlan,371333,10,"bebop,hard bop,jazz piano,soul jazz",0.452,0.658,0,-10.269,0,0.0356,0.638,0.0432,0.0724,0.619,131.51,4
0dMpsaOOAn0rolvuIAxq80,2dRsXWVnkku2cMDtV1h6NP,Brother Tom,Stanley Turrentine,458720,2,"bebop,hard bop,jazz,jazz saxophone,soul jazz",0.657,0.523,0,-9.187,0,0.0315,0.654,0.000121,0.0948,0.776,105.069,4
3AjtDt3cqyCbukH2Kk8SQO,1sdyFmN4bVOcuFDpTVsxBB,K Twist (Take 35),Kenny Burrell,217986,26,"bebop,hard bop,jazz,jazz fusion,jazz guitar,soul jazz,straight-ahead jazz",0.609,0.266,7,-16.274,1,0.0401,0.649,0.0421,0.129,0.611,146.988,4
5A8BmqWpdFLPU3Zyvv1W7y,5gq6SmB0tmvgwgFH5Ma7Rv,The Night Has A Thousand Eyes,Joe Pass Quartet,435866,6,jazz quartet,0.408,0.404,7,-18.044,1,0.0518,0.851,0.712,0.694,0.674,124.83,4
0BTIgpJWrlwZnTmeHaGh91,017N2VIptuU1ZIehQyCzWM,Stompin' at the Savoy - Live Version,The Art Farmer Quartet,742706,5,"cool jazz,hard bop",0.581,0.257,1,-20.067,1,0.0437,0.823,0.00308,0.557,0.645,99.244,4
5jIvud0zWXDpINxFqXfbpv,"4jXfFzeP66Zy67HM2mvIIF,5pMmqpG3HsoJ6EDDoXGXEr",My Funny Valentine,"Bill Evans,Jim Hall",324133,36,"bebop,cool jazz,jazz,jazz piano,contemporary post-bop,jazz fusion,jazz guitar",0.529,0.133,0,-21.195,0,0.0575,0.992,0.922,0.11,0.585,115.924,4
70k4dhForWxDsa3gDrguho,27ygLrapGhHjvL6VxtOFvr,Sea's Breeze,Don Friedman Trio,364760,1,,0.287,0.428,11,-17.935,0,0.0337,0.609,0.326,0.0637,0.505,92.23,3
5drXa8VQ5PyDPnUpTvBGqR,3BG0nwVh3Gc7cuT4XdsLtt,Waltz For Zweetie,Joe Henderson,266226,12,"avant-garde jazz,bebop,big band,contemporary jazz,contemporary post-bop,free jazz,hard bop,japanese jazz,jazz,jazz funk,jazz fusion,jazz saxophone,soul jazz,stride",0.303,0.429,0,-15.221,0,0.0329,0.664,0.528,0.203,0.47,171.813,3
55GY76amiMF9wjAeto5vco,2EsmKkHsXK0WMNGOtIhbxr,Contemplation,McCoy Tyner,552493,31,"contemporary post-bop,hard bop,jazz,jazz fusion,jazz piano,stride",0.397,0.534,0,-11.346,0,0.031,0.48,0.0000284,0.0434,0.468,102.372,3
7cpfPsVJZ0orEpFjc4DUe5,3uO6HG2JwyP744sg4PMmg5,Blues Mind Matter,Bobby Hutcherson,212160,7,"avant-garde jazz,contemporary post-bop,free jazz,hard bop,jazz,jazz funk,jazz fusion,jazz vibraphone,mallet",0.545,0.54,7,-11.67,1,0.0337,0.648,0.00000826,0.151,0.548,117.105,4
1f2hIPiAT870zgTAr7o1Jp,1N0ymPm6hUQbmzXDuERfeT,Let 'Em Roll,Big John Patton,408266,37,"hard bop,jazz funk,jazz organ,soul jazz",0.533,0.562,0,-11.016,1,0.0306,0.664,0.00695,0.0804,0.724,68.344,4
4jxfZWelS1CJf6tNADO4xa,6dAtGAnHCQ1ujMUZ9Ep82k,Speak Low,Grant Green,433906,8,"hard bop,jazz,jazz funk,jazz fusion,jazz guitar,soul jazz",0.501,0.644,7,-11.119,0,0.0543,0.793,0.0329,0.2,0.688,128.912,4
2rXqenqSGsTbMt0Y25AsQ0,3ZUZYvTkSr7kJQyAXVpqaL,Mustang,Donald Byrd,510693,15,"bebop,funk,hard bop,indie jazz,jazz,jazz funk,jazz trumpet,soul,soul jazz",0.605,0.575,0,-9.729,1,0.0325,0.659,0.0509,0.0427,0.375,94.76,4
2PyNEzVVx9AzsBHqq2P9ee,5cbutZUQE7SUCA6MsEMbBv,Bossa De Luxe,Hank Mobley,451853,7,"bebop,hard bop,jazz,jazz saxophone,soul jazz,vocal jazz",0.491,0.573,5,-9.603,0,0.0307,0.575,0.000259,0.0634,0.373,131.448,4
6JmgSVF28ADJ3S8KWODQuk,420BtT2Zyze7Eb9zqHcliW,One Shirt - Remastered,Blue Mitchell,450400,11,"bebop,hard bop,japanese jazz,jazz,jazz funk,jazz trumpet,soul jazz",0.545,0.505,9,-10.611,0,0.0332,0.411,0.000432,0.286,0.662,103.884,4
1PVFgE3hbiAQmeGUVpiDsH,5ZATfKurLqflrBhv2FLht5,Silver's Serenade - 20-Bit Remastering/1997,Horace Silver,561400,9,"bebop,big band,hard bop,jazz,jazz piano,soul jazz,stride",0.579,0.296,2,-11.96,1,0.0368,0.745,0.0744,0.222,0.241,142.476,4
6yx0tvlzBo4G7wMdXB3DvA,413WfGS7CgAHEJD4DtAo3e,A Tune For Richard,Horace Parlan,371000,5,"bebop,hard bop,jazz piano,soul jazz",0.394,0.606,5,-8.58,0,0.0394,0.731,0.00672,0.0538,0.726,75.7,4
7L9u5V8WRkaUwTE71hgi2f,0RKsF1pa3v0hhEeJbt5AxV,Heavy Legs,Johnny Coles,360466,4,"hard bop,jazz trumpet",0.551,0.589,2,-8.86,0,0.0622,0.706,0,0.329,0.679,126.987,4
1asMySp5YzU9qeJ0FJgD0p,3BG0nwVh3Gc7cuT4XdsLtt,Homestretch - Rudy Van Gelder Edition / 1999 Digital Remaster / 24-Bit Mastering,Joe Henderson,255373,18,"avant-garde jazz,bebop,big band,contemporary jazz,contemporary post-bop,free jazz,hard bop,japanese jazz,jazz,jazz funk,jazz fusion,jazz saxophone,soul jazz,stride",0.52,0.709,5,-8.429,0,0.0453,0.64,0.0000168,0.281,0.695,137.202,4
20Y5GppX79i9Ftb8tUWMlT,2fMvylhnE23sAlyePKK8er,Windmill - Remastered 2014,Kenny Dorham,375626,0,"bebop,big band,free jazz,hard bop,jazz,jazz trumpet,stride",0.558,0.601,5,-10.567,0,0.0411,0.581,0.0128,0.182,0.563,119.724,4
0FbiwclsX9EVAY711xZQ9g,5cbutZUQE7SUCA6MsEMbBv,"Hello, Young Lovers - Remastered 2006",Hank Mobley,483946,30,"bebop,hard bop,jazz,jazz saxophone,soul jazz,vocal jazz",0.587,0.381,5,-12.38,0,0.048,0.883,0.000834,0.11,0.617,107.9,4
4Ux4F8AEFCFhbam8mpQvSo,3ZUZYvTkSr7kJQyAXVpqaL,Ghana - Remastered 2015,Donald Byrd,439160,10,"bebop,funk,hard bop,indie jazz,jazz,jazz funk,jazz trumpet,soul,soul jazz",0.577,0.515,10,-12.567,0,0.0587,0.777,0.0127,0.214,0.697,116.667,4
24wSH2x32Rixt4Dqd2XuVF,2SZ1e7QHN5jon9tpSpQl44,Fly Little Bird Fly,Duke Pearson,371693,4,"hard bop,jazz piano,soul jazz",0.56,0.419,2,-13.577,0,0.0375,0.692,0.0000033,0.298,0.533,130.877,4
7aElqelRNBFva1NAnKcRav,6dAtGAnHCQ1ujMUZ9Ep82k,Grant's Tune,Grant Green,421106,8,"hard bop,jazz,jazz funk,jazz fusion,jazz guitar,soul jazz",0.403,0.356,8,-17.09,1,0.0452,0.749,0.000233,0.149,0.445,184.016,3
2vbwftVDzPgXHuTnZ92Grx,3uO6HG2JwyP744sg4PMmg5,The Kicker,Bobby Hutcherson,367360,8,"avant-garde jazz,contemporary post-bop,free jazz,hard bop,jazz,jazz funk,jazz fusion,jazz vibraphone,mallet",0.585,0.426,5,-13.856,0,0.0437,0.715,0.00000207,0.089,0.627,120.135,4
